# Efficiencies taken from L144.end_use_eff
region,supplysector,subsector,stub.technology,year,minicam.energy.input,efficiency,market.name
Africa_Western,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6273508,Africa_Western
Australia_NZ,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6565063,Australia_NZ
Brazil,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6460699,Brazil
Canada,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6582992,Canada
Central America and Caribbean,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6460699,Central America and Caribbean
Central Asia,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6429986,Central Asia
China,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6517467,China
EU-12,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.653499,EU-12
EU-15,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6549952,EU-15
Europe_Eastern,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6429986,Europe_Eastern
Europe_Non_EU,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.653499,Europe_Non_EU
European Free Trade Association,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6549952,European Free Trade Association
India,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.642197,India
Indonesia,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.647591,Indonesia
Japan,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6631582,Japan
Mexico,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6460699,Mexico
Middle East,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6414414,Middle East
Pakistan,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.647591,Pakistan
Russia,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6429986,Russia
South Africa,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6273508,South Africa
South America_Northern,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6460699,South America_Northern
South America_Southern,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6460699,South America_Southern
South Asia,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.647591,South Asia
South Korea,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6558219,South Korea
Southeast Asia,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.647591,Southeast Asia
Taiwan,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.647591,Taiwan
Argentina,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6460699,Argentina
Colombia,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6460699,Colombia
Uruguay,resid others,refined liquids,refined liquids,2100,refined liquids enduse,0.6460699,Uruguay
Africa_Eastern,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1029321,Africa_Eastern
Africa_Northern,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1029321,Africa_Northern
Africa_Southern,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1029321,Africa_Southern
Africa_Western,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1029321,Africa_Western
Brazil,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1196897,Brazil
Central America and Caribbean,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1196897,Central America and Caribbean
China,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.103223,China
India,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.0972543,India
Indonesia,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1086639,Indonesia
Mexico,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1196897,Mexico
Pakistan,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1086639,Pakistan
South Africa,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1029321,South Africa
South America_Northern,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1196897,South America_Northern
South America_Southern,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1196897,South America_Southern
South Asia,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1086639,South Asia
Southeast Asia,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1086639,Southeast Asia
Argentina,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1196897,Argentina
Colombia,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1196897,Colombia
Uruguay,resid others,traditional biomass,traditional biomass,1975,traditional biomass,0.1196897,Uruguay
Africa_Eastern,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1068015,Africa_Eastern
Africa_Northern,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1068015,Africa_Northern
Africa_Southern,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1068015,Africa_Southern
Africa_Western,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1068015,Africa_Western
Brazil,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1232021,Brazil
Central America and Caribbean,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1232021,Central America and Caribbean
China,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1094007,China
India,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1026276,India
Indonesia,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1132209,Indonesia
Mexico,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1232021,Mexico
Pakistan,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1132209,Pakistan
South Africa,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1068015,South Africa
South America_Northern,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1232021,South America_Northern
South America_Southern,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1232021,South America_Southern
South Asia,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1132209,South Asia
Southeast Asia,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1132209,Southeast Asia
Argentina,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1232021,Argentina
Colombia,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1232021,Colombia
Uruguay,resid others,traditional biomass,traditional biomass,1990,traditional biomass,0.1232021,Uruguay
Africa_Eastern,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1107643,Africa_Eastern
Africa_Northern,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1107643,Africa_Northern
Africa_Southern,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1107643,Africa_Southern
Africa_Western,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1107643,Africa_Western
Brazil,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1267932,Brazil
Central America and Caribbean,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1267932,Central America and Caribbean
China,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1157415,China
India,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1081409,India
Indonesia,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1178908,Indonesia
Mexico,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1267932,Mexico
Pakistan,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1178908,Pakistan
South Africa,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1107643,South Africa
South America_Northern,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1267932,South America_Northern
South America_Southern,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1267932,South America_Southern
South Asia,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1178908,South Asia
Southeast Asia,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1178908,Southeast Asia
Argentina,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1267932,Argentina
Colombia,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1267932,Colombia
Uruguay,resid others,traditional biomass,traditional biomass,2005,traditional biomass,0.1267932,Uruguay
Africa_Eastern,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1131935,Africa_Eastern
Africa_Northern,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1131935,Africa_Northern
Africa_Southern,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1131935,Africa_Southern
Africa_Western,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1131935,Africa_Western
Brazil,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1287842,Brazil
Central America and Caribbean,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1287842,Central America and Caribbean
China,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1202412,China
India,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1119647,India
Indonesia,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1208644,Indonesia
Mexico,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1287842,Mexico
Pakistan,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1208644,Pakistan
South Africa,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1131935,South Africa
South America_Northern,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1287842,South America_Northern
South America_Southern,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1287842,South America_Southern
South Asia,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1208644,South Asia
Southeast Asia,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1208644,Southeast Asia
Argentina,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1287842,Argentina
Colombia,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1287842,Colombia
Uruguay,resid others,traditional biomass,traditional biomass,2010,traditional biomass,0.1287842,Uruguay
Africa_Eastern,resid others,traditional biomass,traditional biomass,2015,traditional biomass,0.1156442,Africa_Eastern
Africa_Northern,resid others,traditional biomass,traditional biomass,2015,traditional biomass,0.1156442,Africa_Northern
Africa_Southern,resid others,traditional biomass,traditional biomass,2015,traditional biomass,0.1156442,Africa_Southern
Africa_Western,resid others,traditional biomass,traditional biomass,2015,traditional biomass,0.1156442,Africa_Western
Brazil,resid others,traditional biomass,traditional biomass,2015,traditional biomass,0.1307919,Brazil
Central America and Caribbean,resid others,traditional biomass,traditional biomass,2015,traditional biomass,0.1307919,Central America and Caribbean
China,resid others,traditional biomass,traditional biomass,2015,traditional biomass,0.1247831,China
